,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arbeitslose nach Gemeinden
03256006, Estorf,50 ,2 ,9 ,14 ,9 ,3 ,0 ,0 ,1 ,0 ,27 ,0 ,7 ,9 ,7 ,0 ,0 ,0 ,0 ,0 ,22 ,1 ,2 ,5 ,2 ,3 ,0 ,0 ,1 ,0 
03256007, Eystrup,127 ,4 ,16 ,36 ,22 ,8 ,0 ,1 ,0 ,0 ,52 ,2 ,11 ,20 ,14 ,1 ,0 ,1 ,0 ,0 ,75 ,2 ,5 ,16 ,8 ,7 ,0 ,0 ,0 ,0 
03256008, Gandesbergen,9 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03256009, Hämelhausen,12 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,2 ,3 ,1 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03256010, Hassel (Weser),57 ,1 ,5 ,19 ,12 ,1 ,0 ,0 ,0 ,0 ,26 ,1 ,3 ,9 ,6 ,1 ,0 ,0 ,0 ,0 ,31 ,1 ,2 ,10 ,6 ,0 ,0 ,0 ,0 ,0 
03256011, Haßbergen,57 ,1 ,5 ,18 ,10 ,5 ,0 ,0 ,1 ,1 ,25 ,0 ,3 ,12 ,8 ,1 ,0 ,0 ,0 ,0 ,32 ,1 ,2 ,6 ,2 ,4 ,0 ,0 ,1 ,1 
03256012, Heemsen,42 ,1 ,4 ,13 ,7 ,2 ,0 ,0 ,1 ,0 ,22 ,0 ,2 ,8 ,5 ,1 ,0 ,0 ,0 ,0 ,21 ,1 ,2 ,4 ,1 ,1 ,0 ,0 ,0 ,0 
03256013, Hilgermissen,44 ,1 ,4 ,15 ,9 ,1 ,0 ,0 ,0 ,0 ,30 ,1 ,4 ,10 ,8 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
03256014," Hoya, Stadt",129 ,4 ,19 ,39 ,27 ,13 ,0 ,2 ,4 ,2 ,50 ,2 ,11 ,20 ,14 ,2 ,0 ,0 ,1 ,0 ,79 ,2 ,8 ,20 ,13 ,11 ,0 ,1 ,3 ,1 
03256015, Hoyerhagen,25 ,1 ,5 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,4 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03256016, Husum,58 ,0 ,5 ,22 ,16 ,2 ,0 ,0 ,1 ,1 ,34 ,0 ,5 ,15 ,11 ,0 ,0 ,0 ,0 ,0 ,23 ,0 ,0 ,7 ,5 ,2 ,0 ,0 ,1 ,1 
03256017, Landesbergen,74 ,2 ,9 ,18 ,10 ,7 ,0 ,0 ,5 ,1 ,33 ,1 ,7 ,9 ,7 ,2 ,0 ,0 ,1 ,0 ,41 ,1 ,2 ,9 ,3 ,5 ,0 ,0 ,4 ,1 
03256018, Leese,60 ,1 ,6 ,14 ,9 ,2 ,0 ,0 ,0 ,0 ,28 ,1 ,4 ,10 ,7 ,1 ,0 ,0 ,0 ,0 ,32 ,0 ,2 ,3 ,2 ,1 ,0 ,0 ,0 ,0 
03256019," Liebenau, Flecken",128 ,3 ,16 ,41 ,26 ,20 ,1 ,4 ,3 ,1 ,41 ,1 ,10 ,20 ,15 ,4 ,1 ,2 ,1 ,0 ,88 ,1 ,6 ,21 ,11 ,16 ,0 ,2 ,2 ,1 
03256020, Linsburg,15 ,0 ,1 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
03256021, Marklohe,90 ,2 ,10 ,27 ,20 ,3 ,0 ,0 ,1 ,1 ,53 ,1 ,6 ,21 ,16 ,2 ,0 ,0 ,1 ,1 ,37 ,1 ,4 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
03256022," Nienburg (Weser), Stadt","1,384 ",37 ,178 ,354 ,203 ,191 ,5 ,19 ,39 ,17 ,398 ,12 ,78 ,126 ,86 ,30 ,1 ,7 ,5 ,4 ,986 ,25 ,100 ,228 ,116 ,161 ,5 ,12 ,34 ,13 
03256023, Pennigsehl,38 ,1 ,4 ,13 ,7 ,0 ,0 ,0 ,0 ,0 ,21 ,0 ,3 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03256024, Raddestorf,54 ,1 ,5 ,17 ,9 ,1 ,0 ,0 ,0 ,0 ,28 ,0 ,3 ,11 ,5 ,1 ,0 ,0 ,0 ,0 ,25 ,0 ,2 ,6 ,4 ,0 ,0 ,0 ,0 ,0 
03256025," Rehburg-Loccum, Stadt",280 ,6 ,33 ,81 ,49 ,22 ,1 ,2 ,5 ,3 ,141 ,4 ,22 ,50 ,34 ,9 ,0 ,0 ,4 ,2 ,139 ,2 ,11 ,31 ,15 ,13 ,1 ,2 ,1 ,0 
03256026, Rodewald,70 ,1 ,8 ,11 ,8 ,3 ,0 ,0 ,1 ,1 ,30 ,1 ,6 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,39 ,0 ,3 ,6 ,4 ,3 ,0 ,0 ,1 ,1 
03256027, Rohrsen,31 ,0 ,2 ,7 ,4 ,3 ,0 ,0 ,2 ,0 ,14 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,1 ,3 ,1 ,3 ,0 ,0 ,2 ,0 
03256028, Schweringen,13 ,0 ,3 ,4 ,3 ,1 ,0 ,0 ,1 ,0 ,6 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,1 ,0 
03256029, Steimbke,70 ,1 ,8 ,14 ,7 ,4 ,0 ,0 ,0 ,0 ,34 ,0 ,5 ,7 ,3 ,1 ,0 ,0 ,0 ,0 ,36 ,0 ,2 ,6 ,4 ,3 ,0 ,0 ,0 ,0 
03256030," Steyerberg, Flecken",155 ,2 ,18 ,47 ,33 ,7 ,0 ,0 ,1 ,1 ,72 ,1 ,11 ,31 ,23 ,2 ,0 ,0 ,1 ,1 ,83 ,1 ,7 ,16 ,10 ,6 ,0 ,0 ,1 ,1 
03256031, Stöckse,34 ,1 ,5 ,12 ,8 ,0 ,0 ,0 ,0 ,0 ,19 ,1 ,4 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,15 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
03256032, Stolzenau,322 ,6 ,34 ,93 ,48 ,29 ,0 ,2 ,6 ,4 ,104 ,2 ,19 ,33 ,19 ,5 ,0 ,1 ,2 ,1 ,218 ,3 ,15 ,61 ,29 ,24 ,0 ,1 ,5 ,3 
03256033," Uchte, Flecken",191 ,3 ,25 ,48 ,26 ,32 ,0 ,2 ,3 ,0 ,72 ,3 ,16 ,23 ,15 ,5 ,0 ,1 ,0 ,0 ,119 ,1 ,9 ,26 ,11 ,28 ,0 ,2 ,3 ,0 
03256034, Warmsen,85 ,0 ,7 ,28 ,16 ,2 ,0 ,0 ,1 ,1 ,45 ,0 ,5 ,20 ,14 ,0 ,0 ,0 ,0 ,0 ,40 ,0 ,2 ,8 ,2 ,2 ,0 ,0 ,1 ,1 
03256035, Warpe,16 ,0 ,2 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,1 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03256036, Wietzen,59 ,3 ,8 ,19 ,6 ,3 ,0 ,0 ,0 ,0 ,25 ,1 ,4 ,8 ,3 ,1 ,0 ,0 ,0 ,0 ,34 ,2 ,4 ,10 ,2 ,2 ,0 ,0 ,0 ,0 
03257, Schaumburg,"6,718 ",121 ,742 ,"1,872 ","1,081 ",867 ,14 ,70 ,166 ,86 ,"2,318 ",32 ,311 ,852 ,584 ,143 ,2 ,13 ,40 ,25 ,"4,400 ",89 ,431 ,"1,020 ",497 ,723 ,12 ,57 ,126 ,61 
03257001, Ahnsen,49 ,1 ,5 ,14 ,12 ,1 ,0 ,0 ,0 ,0 ,20 ,0 ,1 ,10 ,9 ,0 ,0 ,0 ,0 ,0 ,30 ,1 ,3 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
03257002, Apelern,68 ,1 ,6 ,19 ,9 ,1 ,0 ,0 ,0 ,0 ,34 ,1 ,6 ,11 ,7 ,0 ,0 ,0 ,0 ,0 ,34 ,0 ,1 ,8 ,2 ,1 ,0 ,0 ,0 ,0 
03257003, Auetal,271 ,7 ,27 ,76 ,46 ,19 ,1 ,1 ,5 ,3 ,110 ,2 ,14 ,40 ,26 ,6 ,0 ,0 ,2 ,1 ,160 ,5 ,13 ,36 ,21 ,13 ,1 ,1 ,3 ,2 
03257004, Auhagen,48 ,1 ,6 ,11 ,7 ,2 ,0 ,0 ,0 ,0 ,28 ,0 ,5 ,7 ,5 ,1 ,0 ,0 ,0 ,0 ,21 ,0 ,1 ,5 ,2 ,1 ,0 ,0 ,0 ,0 
03257005, Bad Eilsen,115 ,4 ,12 ,34 ,19 ,13 ,0 ,0 ,3 ,1 ,32 ,0 ,2 ,10 ,7 ,3 ,0 ,0 ,1 ,1 ,84 ,4 ,10 ,24 ,12 ,9 ,0 ,0 ,2 ,0 
03257006," Bad Nenndorf, Stadt",383 ,7 ,37 ,124 ,88 ,60 ,2 ,5 ,18 ,12 ,118 ,1 ,13 ,43 ,32 ,4 ,0 ,0 ,0 ,0 ,264 ,6 ,24 ,81 ,55 ,56 ,2 ,5 ,18 ,11 
03257007, Beckedorf,44 ,0 ,8 ,8 ,3 ,3 ,0 ,0 ,0 ,0 ,25 ,0 ,6 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,19 ,0 ,2 ,3 ,0 ,2 ,0 ,0 ,0 ,0 
03257008, Buchholz,28 ,1 ,7 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,18 ,0 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
03257009," Bückeburg, Stadt",779 ,14 ,82 ,223 ,115 ,81 ,1 ,9 ,12 ,4 ,256 ,5 ,35 ,98 ,61 ,15 ,0 ,1 ,4 ,2 ,523 ,9 ,47 ,125 ,54 ,66 ,1 ,8 ,8 ,2 
03257010," Hagenburg, Flecken",137 ,1 ,14 ,37 ,25 ,13 ,0 ,1 ,0 ,0 ,66 ,0 ,9 ,24 ,18 ,1 ,0 ,0 ,0 ,0 ,71 ,1 ,5 ,13 ,6 ,12 ,0 ,1 ,0 ,0 
03257011, Haste,64 ,0 ,6 ,21 ,17 ,2 ,0 ,0 ,0 ,0 ,28 ,0 ,4 ,10 ,8 ,0 ,0 ,0 ,0 ,0 ,37 ,0 ,2 ,11 ,9 ,1 ,0 ,0 ,0 ,0 
03257012, Heeßen,52 ,0 ,5 ,15 ,10 ,3 ,0 ,0 ,0 ,0 ,26 ,0 ,4 ,10 ,7 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,1 ,6 ,3 ,3 ,0 ,0 ,0 ,0 
03257013, Helpsen,67 ,0 ,8 ,14 ,10 ,4 ,0 ,0 ,1 ,0 ,30 ,0 ,6 ,6 ,3 ,1 ,0 ,0 ,0 ,0 ,37 ,0 ,2 ,9 ,6 ,3 ,0 ,0 ,1 ,0 
03257014, Hespe,66 ,1 ,8 ,16 ,10 ,5 ,0 ,0 ,0 ,0 ,34 ,1 ,7 ,10 ,7 ,1 ,0 ,0 ,0 ,0 ,32 ,0 ,1 ,6 ,3 ,4 ,0 ,0 ,0 ,0 
03257015, Heuerßen,26 ,0 ,2 ,8 ,4 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,2 ,4 ,2 ,1 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,2 ,0 ,0 ,0 ,0 ,0 
03257016, Hohnhorst,52 ,1 ,4 ,15 ,10 ,3 ,0 ,0 ,2 ,1 ,27 ,0 ,2 ,8 ,6 ,2 ,0 ,0 ,2 ,1 ,25 ,0 ,2 ,7 ,3 ,1 ,0 ,0 ,0 ,0 
03257017, Hülsede,38 ,0 ,2 ,13 ,8 ,1 ,0 ,0 ,0 ,0 ,17 ,0 ,2 ,7 ,6 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,6 ,2 ,1 ,0 ,0 ,0 ,0 
03257018," Lauenau, Flecken",140 ,2 ,13 ,47 ,23 ,9 ,0 ,1 ,0 ,0 ,60 ,0 ,4 ,27 ,14 ,2 ,0 ,0 ,0 ,0 ,80 ,2 ,9 ,20 ,9 ,7 ,0 ,1 ,0 ,0 
03257019, Lauenhagen,41 ,1 ,5 ,9 ,5 ,4 ,0 ,0 ,1 ,0 ,18 ,0 ,4 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,2 ,6 ,3 ,4 ,0 ,0 ,1 ,0 
03257020, Lindhorst,218 ,3 ,29 ,56 ,32 ,26 ,0 ,2 ,5 ,4 ,72 ,0 ,12 ,24 ,18 ,4 ,0 ,1 ,1 ,1 ,146 ,3 ,17 ,32 ,14 ,21 ,0 ,1 ,4 ,2 
03257021, Lüdersfeld,32 ,0 ,3 ,12 ,8 ,1 ,0 ,0 ,0 ,0 ,15 ,0 ,2 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,16 ,0 ,1 ,6 ,3 ,1 ,0 ,0 ,0 ,0 
03257022, Luhden,39 ,0 ,5 ,9 ,7 ,3 ,0 ,0 ,1 ,1 ,16 ,0 ,1 ,4 ,4 ,2 ,0 ,0 ,1 ,1 ,22 ,0 ,5 ,4 ,3 ,1 ,0 ,0 ,0 ,0 
03257023, Meerbeck,71 ,3 ,11 ,25 ,14 ,5 ,0 ,0 ,1 ,0 ,30 ,1 ,7 ,12 ,8 ,2 ,0 ,0 ,1 ,0 ,40 ,2 ,4 ,13 ,6 ,4 ,0 ,0 ,0 ,0 
03257024, Messenkamp,38 ,0 ,1 ,10 ,6 ,1 ,0 ,0 ,0 ,0 ,18 ,0 ,1 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,20 ,0 ,0 ,3 ,1 ,0 ,0 ,0 ,0 ,0 
03257025, Niedernwöhren,60 ,1 ,4 ,18 ,12 ,3 ,0 ,0 ,1 ,1 ,23 ,0 ,2 ,10 ,7 ,1 ,0 ,0 ,1 ,1 ,37 ,0 ,2 ,8 ,4 ,2 ,0 ,0 ,0 ,0 
03257026, Nienstädt,160 ,4 ,16 ,53 ,34 ,9 ,0 ,0 ,4 ,2 ,69 ,2 ,8 ,30 ,22 ,2 ,0 ,0 ,1 ,1 ,91 ,2 ,9 ,23 ,11 ,7 ,0 ,0 ,3 ,1 
03257027, Nordsehl,28 ,1 ,4 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,13 ,1 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
03257028," Obernkirchen, Stadt",490 ,11 ,70 ,138 ,74 ,59 ,2 ,9 ,13 ,6 ,157 ,3 ,20 ,66 ,46 ,11 ,1 ,2 ,4 ,2 ,333 ,8 ,50 ,72 ,28 ,48 ,1 ,7 ,9 ,4 
03257029, Pohle,33 ,0 ,3 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,11 ,0 ,2 ,4 ,3 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,7 ,3 ,0 ,0 ,0 ,0 ,0 
03257030, Pollhagen,27 ,1 ,4 ,8 ,6 ,3 ,0 ,0 ,0 ,0 ,12 ,0 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,15 ,1 ,1 ,4 ,2 ,3 ,0 ,0 ,0 ,0 
03257031," Rinteln, Stadt","1,397 ",30 ,162 ,393 ,230 ,175 ,5 ,14 ,38 ,20 ,458 ,8 ,55 ,173 ,122 ,34 ,0 ,3 ,10 ,6 ,939 ,22 ,108 ,220 ,108 ,141 ,4 ,11 ,28 ,14 
03257032," Rodenberg, Stadt",226 ,4 ,25 ,61 ,32 ,32 ,0 ,3 ,6 ,2 ,81 ,1 ,11 ,28 ,15 ,5 ,0 ,0 ,2 ,0 ,145 ,3 ,14 ,33 ,16 ,26 ,0 ,3 ,5 ,2 
03257033," Sachsenhagen, Stadt",48 ,2 ,5 ,17 ,13 ,5 ,0 ,0 ,2 ,1 ,23 ,0 ,2 ,9 ,8 ,2 ,0 ,0 ,1 ,1 ,25 ,1 ,3 ,8 ,6 ,3 ,0 ,0 ,1 ,0 
03257034, Seggebruch,40 ,1 ,6 ,11 ,8 ,1 ,0 ,0 ,0 ,0 ,18 ,1 ,5 ,6 ,6 ,0 ,0 ,0 ,0 ,0 ,22 ,0 ,1 ,4 ,2 ,1 ,0 ,0 ,0 ,0 
03257035," Stadthagen, Stadt","1,244 ",17 ,123 ,314 ,161 ,316 ,3 ,21 ,51 ,28 ,296 ,3 ,45 ,113 ,73 ,37 ,0 ,4 ,9 ,7 ,949 ,14 ,78 ,200 ,88 ,278 ,3 ,17 ,42 ,21 
03257036, Suthfeld,40 ,1 ,7 ,10 ,6 ,1 ,0 ,1 ,0 ,0 ,22 ,0 ,6 ,6 ,4 ,1 ,0 ,1 ,0 ,0 ,18 ,0 ,1 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
03257037," Wiedensahl, Flecken",32 ,0 ,2 ,6 ,4 ,2 ,0 ,0 ,1 ,0 ,19 ,0 ,2 ,5 ,3 ,2 ,0 ,0 ,1 ,0 ,12 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
03257038, Wölpinghausen,28 ,0 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,2 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,3 ,2 ,0 ,0 ,0 ,0 ,0 
03351, Celle,"7,326 ",165 ,864 ,"1,930 ","1,067 ",793 ,16 ,70 ,179 ,90 ,"2,244 ",54 ,380 ,756 ,505 ,120 ,2 ,12 ,32 ,19 ,"5,081 ",111 ,484 ,"1,174 ",562 ,673 ,14 ,58 ,146 ,71 
03351001, Adelheidsdorf,60 ,2 ,9 ,16 ,10 ,4 ,0 ,0 ,3 ,2 ,28 ,1 ,4 ,11 ,6 ,0 ,0 ,0 ,0 ,0 ,32 ,1 ,5 ,6 ,4 ,4 ,0 ,0 ,2 ,1 
03351002, Ahnsbeck,46 ,2 ,6 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,17 ,1 ,4 ,3 ,3 ,0 ,0 ,0 ,0 ,0 ,29 ,1 ,2 ,6 ,4 ,1 ,0 ,0 ,0 ,0 
03351003, Beedenbostel,35 ,0 ,5 ,9 ,6 ,3 ,0 ,0 ,2 ,0 ,11 ,0 ,2 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,24 ,0 ,3 ,7 ,3 ,3 ,0 ,0 ,2 ,0 
03351004," Bergen, Stadt",599 ,18 ,88 ,133 ,68 ,84 ,2 ,9 ,17 ,9 ,198 ,7 ,43 ,57 ,32 ,14 ,0 ,2 ,4 ,2 ,400 ,11 ,45 ,76 ,35 ,70 ,2 ,7 ,13 ,7 
03351005, Bröckel,47 ,2 ,4 ,19 ,10 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,3 ,11 ,8 ,0 ,0 ,0 ,0 ,0 ,24 ,1 ,2 ,8 ,2 ,0 ,0 ,0 ,0 ,0 
03351006," Celle, Stadt","3,496 ",75 ,403 ,877 ,474 ,448 ,9 ,42 ,81 ,41 ,854 ,20 ,147 ,281 ,190 ,56 ,2 ,6 ,16 ,11 ,"2,642 ",55 ,256 ,596 ,283 ,392 ,7 ,36 ,65 ,30 
03351007, Eicklingen,87 ,2 ,13 ,23 ,11 ,7 ,0 ,0 ,2 ,1 ,36 ,1 ,8 ,11 ,5 ,1 ,0 ,0 ,0 ,0 ,52 ,0 ,5 ,12 ,6 ,6 ,0 ,0 ,2 ,1 
03351008, Eldingen,74 ,1 ,10 ,21 ,9 ,4 ,0 ,0 ,2 ,1 ,28 ,1 ,7 ,6 ,4 ,0 ,0 ,0 ,0 ,0 ,46 ,1 ,3 ,14 ,5 ,4 ,0 ,0 ,2 ,1 
03351009, Eschede,157 ,4 ,18 ,46 ,23 ,8 ,0 ,1 ,3 ,2 ,47 ,2 ,9 ,18 ,11 ,0 ,0 ,0 ,0 ,0 ,110 ,2 ,9 ,28 ,12 ,8 ,0 ,1 ,2 ,2 
03351010, Faßberg,201 ,4 ,24 ,54 ,29 ,13 ,0 ,1 ,2 ,1 ,77 ,2 ,12 ,24 ,14 ,5 ,0 ,0 ,1 ,0 ,124 ,2 ,12 ,30 ,14 ,8 ,0 ,1 ,1 ,1 
03351011, Habighorst,34 ,2 ,5 ,9 ,6 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,4 ,4 ,0 ,0 ,0 ,0 ,0 ,24 ,2 ,4 ,5 ,2 ,0 ,0 ,0 ,0 ,0 
03351012, Hambühren,376 ,9 ,36 ,103 ,58 ,31 ,0 ,2 ,9 ,4 ,135 ,3 ,18 ,44 ,26 ,7 ,0 ,0 ,2 ,1 ,242 ,6 ,17 ,59 ,32 ,24 ,0 ,1 ,6 ,3 
03351013, Hermannsburg,224 ,5 ,35 ,56 ,35 ,11 ,0 ,1 ,6 ,5 ,99 ,3 ,21 ,28 ,17 ,4 ,0 ,1 ,1 ,1 ,125 ,2 ,14 ,28 ,18 ,7 ,0 ,0 ,5 ,4 
03351014, Höfer,33 ,1 ,5 ,7 ,5 ,1 ,0 ,1 ,0 ,0 ,8 ,0 ,2 ,2 ,2 ,1 ,0 ,1 ,0 ,0 ,25 ,1 ,3 ,4 ,3 ,0 ,0 ,0 ,0 ,0 
03351015, Hohne,49 ,2 ,6 ,17 ,10 ,1 ,0 ,0 ,1 ,0 ,17 ,0 ,3 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,33 ,1 ,3 ,12 ,7 ,0 ,0 ,0 ,0 ,0 
03351016, Lachendorf,194 ,4 ,21 ,58 ,34 ,15 ,0 ,1 ,6 ,2 ,74 ,2 ,10 ,31 ,22 ,2 ,0 ,0 ,1 ,0 ,120 ,2 ,11 ,27 ,12 ,12 ,0 ,1 ,4 ,2 
03351017, Langlingen,72 ,2 ,7 ,19 ,12 ,2 ,0 ,0 ,1 ,0 ,30 ,1 ,5 ,10 ,6 ,0 ,0 ,0 ,0 ,0 ,42 ,2 ,2 ,10 ,6 ,2 ,0 ,0 ,1 ,0 
03351018, Nienhagen,185 ,3 ,21 ,45 ,32 ,30 ,1 ,2 ,5 ,5 ,78 ,0 ,11 ,28 ,23 ,6 ,0 ,0 ,1 ,1 ,107 ,3 ,10 ,17 ,9 ,23 ,1 ,2 ,4 ,4 
03351019, Scharnhorst,21 ,0 ,2 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,14 ,0 ,0 ,6 ,3 ,0 ,0 ,0 ,0 ,0 
03351020, Unterlüß,186 ,4 ,25 ,62 ,28 ,8 ,1 ,1 ,4 ,1 ,62 ,1 ,11 ,22 ,13 ,1 ,0 ,0 ,0 ,0 ,124 ,3 ,14 ,40 ,15 ,7 ,1 ,1 ,4 ,1 
03351021, Wathlingen,256 ,6 ,26 ,68 ,34 ,46 ,1 ,2 ,14 ,4 ,83 ,2 ,10 ,26 ,18 ,6 ,0 ,0 ,1 ,0 ,173 ,4 ,17 ,42 ,16 ,39 ,1 ,2 ,13 ,4 
03351022," Wienhausen, Klostergemeinde",113 ,2 ,12 ,34 ,18 ,4 ,0 ,0 ,2 ,0 ,46 ,0 ,6 ,15 ,10 ,1 ,0 ,0 ,1 ,0 ,68 ,2 ,6 ,19 ,8 ,3 ,0 ,0 ,1 ,0 
03351023, Wietze,312 ,6 ,29 ,97 ,57 ,50 ,1 ,4 ,15 ,11 ,96 ,1 ,15 ,39 ,26 ,5 ,0 ,0 ,0 ,0 ,217 ,4 ,15 ,58 ,32 ,45 ,1 ,3 ,14 ,11 
03351024, Winsen (Aller),442 ,7 ,51 ,132 ,82 ,22 ,0 ,3 ,6 ,3 ,168 ,3 ,24 ,69 ,51 ,7 ,0 ,1 ,2 ,2 ,273 ,4 ,27 ,63 ,31 ,15 ,0 ,2 ,4 ,2 
03351501," Lohheide, gemfr. Bezirk",25 ,1 ,3 ,8 ,5 ,1 ,0 ,0 ,1 ,0 ,15 ,1 ,2 ,6 ,4 ,1 ,0 ,0 ,1 ,0 ,10 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 
03352, Cuxhaven,"6,624 ",117 ,677 ,"1,920 ","1,056 ",627 ,12 ,62 ,105 ,45 ,"2,188 ",31 ,312 ,788 ,538 ,132 ,2 ,15 ,29 ,17 ,"4,436 ",86 ,365 ,"1,132 ",519 ,495 ,10 ,47 ,76 ,29 
03352002, Armstorf,11 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
03352003," Bad Bederkesa, Flecken",214 ,3 ,16 ,69 ,36 ,18 ,0 ,0 ,5 ,4 ,50 ,0 ,7 ,15 ,10 ,0 ,0 ,0 ,0 ,0 ,164 ,2 ,9 ,54 ,26 ,18 ,0 ,0 ,5 ,4 
03352004, Belum,30 ,1 ,3 ,11 ,6 ,1 ,0 ,0 ,0 ,0 ,8 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,23 ,1 ,2 ,10 ,5 ,1 ,0 ,0 ,0 ,0 
03352007, Bramstedt,57 ,0 ,5 ,19 ,10 ,4 ,0 ,0 ,1 ,0 ,26 ,0 ,4 ,9 ,7 ,1 ,0 ,0 ,0 ,0 ,31 ,0 ,1 ,10 ,3 ,3 ,0 ,0 ,1 ,0 
03352008, Bülkau,17 ,0 ,2 ,5 ,2 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
03352009, Cadenberge,151 ,6 ,21 ,42 ,18 ,13 ,0 ,4 ,1 ,0 ,31 ,0 ,7 ,11 ,5 ,1 ,0 ,0 ,0 ,0 ,120 ,5 ,14 ,32 ,13 ,12 ,0 ,3 ,1 ,0 
03352010, Cappel,23 ,0 ,2 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,2 ,5 ,4 ,0 ,0 ,0 ,0 ,0 ,13 ,0 ,0 ,4 ,1 ,0 ,0 ,0 ,0 ,0 
03352011," Cuxhaven, Stadt","2,195 ",43 ,233 ,589 ,323 ,380 ,9 ,43 ,56 ,25 ,587 ,7 ,72 ,203 ,135 ,91 ,1 ,10 ,20 ,10 ,"1,609 ",36 ,161 ,386 ,188 ,289 ,7 ,33 ,37 ,15 
03352012, Dorum,108 ,2 ,9 ,32 ,18 ,11 ,0 ,1 ,2 ,0 ,32 ,1 ,5 ,9 ,5 ,0 ,0 ,0 ,0 ,0 ,76 ,1 ,5 ,22 ,12 ,10 ,0 ,1 ,2 ,0 
